loc_rowid,fpl_hostname,fpl_letter,fpl_name,fpl_orbper,fpl_bmasse,fpl_rade,fpl_eqt
1001,K2-204,b,K2-204 b,7.05578400,9.51000,3.046,
1002,K2-205,b,K2-205 b,26.67226300,4.64000,1.996,
1003,K2-206,b,K2-206 b,18.29454900,8.22000,2.795,
1004,K2-207,b,K2-207 b,12.48749000,7.30000,2.606,
1005,K2-208,b,K2-208 b,4.19094800,3.46000,1.679,
1006,K2-209,b,K2-209 b,2.08061500,0.58600,0.869,
1007,K2-21,b,K2-21 b,9.32503800,4.04000,1.840,500
1008,K2-21,c,K2-21 c,15.50192000,6.76000,2.490,420
1009,K2-210,b,K2-210 b,0.57023300,0.47400,0.819,
1010,K2-211,b,K2-211 b,0.66955800,2.46000,1.375,
1011,K2-212,b,K2-212 b,9.79551000,6.90000,2.520,542
1012,K2-213,b,K2-213 b,8.13087000,2.90000,1.514,
1013,K2-214,b,K2-214 b,8.59680200,6.48000,2.430,1006
1014,K2-215,b,K2-215 b,8.26964800,5.16000,2.124,
1015,K2-216,b,K2-216 b,2.17480000,8.00000,1.750,1103
1016,K2-217,b,K2-217 b,14.07452400,12.50000,3.579,
1017,K2-218,b,K2-218 b,8.67988500,7.13000,2.569,
1018,K2-219,b,K2-219 b,3.90128700,2.38000,1.348,
1019,K2-219,c,K2-219 c,6.66767000,2.66000,1.438,
1020,K2-219,d,K2-219 d,11.13727800,7.16000,2.576,
1021,K2-22,b,K2-22 b,0.38107800,444.96200,2.500,2100
1022,K2-220,b,K2-220 b,13.68325600,6.30000,2.390,758
1023,K2-221,b,K2-221 b,2.39909400,3.46000,1.679,
1024,K2-222,b,K2-222 b,15.38706300,6.30000,2.390,801
1025,K2-223,b,K2-223 b,0.50565000,0.64000,0.890,2271
1026,K2-223,c,K2-223 c,4.56327000,3.09000,1.570,1091
1027,K2-224,b,K2-224 b,4.47904000,3.05000,1.560,1002
1028,K2-224,c,K2-224 c,10.09489000,6.39000,2.410,764
1029,K2-225,b,K2-225 b,15.87209000,12.00000,3.490,902
1030,K2-226,b,K2-226 b,3.27108000,2.99000,1.540,1120
1031,K2-227,b,K2-227 b,13.62183200,3.41000,1.666,
1032,K2-228,b,K2-228 b,2.69828000,1.92000,1.210,914
1033,K2-229,b,K2-229 b,0.58426000,2.59000,1.140,1818
1034,K2-229,c,K2-229 c,8.32727000,21.30000,2.030,750
1035,K2-230,b,K2-230 b,2.86041000,4.50000,1.960,1529
1036,K2-231,b,K2-231 b,13.84190100,6.80000,2.500,
1037,K2-232,b,K2-232 b,11.16845400,126.49634,11.209,1030
1038,K2-233,b,K2-233 b,2.46746000,2.54000,1.398,1040
1039,K2-233,c,K2-233 c,7.06142000,2.34000,1.335,728
1040,K2-233,d,K2-233 d,24.36620000,7.46000,2.640,482
1041,K2-237,b,K2-237 b,2.18056000,508.52800,18.495,1884
1042,K2-238,b,K2-238 b,3.20466000,273.33380,14.572,1587
1043,K2-239,b,K2-239 b,5.24000000,1.37000,1.100,502
1044,K2-239,c,K2-239 c,7.77500000,0.97200,1.000,427
1045,K2-239,d,K2-239 d,10.11500000,1.37000,1.100,399
1046,K2-24,b,K2-24 b,20.88977000,19.00000,5.400,709
1047,K2-24,c,K2-24 c,42.33910000,15.40000,7.500,560
1048,K2-240,b,K2-240 b,6.03400000,4.66000,2.000,586
1049,K2-240,c,K2-240 c,20.52300000,3.89000,1.800,389
1050,K2-241,b,K2-241 b,26.81990000,7.04000,2.550,507
1051,K2-242,b,K2-242 b,6.51389000,6.99000,2.540,416
1052,K2-243,b,K2-243 b,11.54182000,5.35000,2.170,1035
1053,K2-243,c,K2-243 c,24.94598000,4.70000,2.010,801
1054,K2-244,b,K2-244 b,21.06884000,3.71000,1.750,638
1055,K2-245,b,K2-245 b,11.89307000,17.40000,4.340,923
1056,K2-246,b,K2-246 b,5.76918000,12.00000,3.490,977
1057,K2-247,b,K2-247 b,2.25021000,5.14000,2.120,979
1058,K2-247,c,K2-247 c,6.49424000,5.43000,2.190,688
1059,K2-248,b,K2-248 b,7.17256000,7.13000,2.570,886
1060,K2-249,b,K2-249 b,12.40900000,8.20000,2.790,1061
1061,K2-25,b,K2-25 b,3.48455200,11.60000,3.430,
1062,K2-250,b,K2-250 b,4.01457000,6.53000,2.440,958
1063,K2-251,b,K2-251 b,9.30075000,6.12000,2.350,437
1064,K2-252,b,K2-252 b,13.81513000,3.68000,1.740,639
1065,K2-253,b,K2-253 b,4.00167000,,12.670,1238
1066,K2-254,b,K2-254 b,4.09639000,3.29000,1.630,791
1067,K2-254,c,K2-254 c,12.11839000,5.43000,2.190,551
1068,K2-255,b,K2-255 b,1.96417000,8.75000,2.900,1034
1069,K2-256,b,K2-256 b,5.52011000,7.41000,2.630,845
1070,K2-257,b,K2-257 b,1.60588000,0.49800,0.830,789
1071,K2-258,b,K2-258 b,19.09210000,9.27000,3.000,831
1072,K2-259,b,K2-259 b,15.48043000,5.99000,2.320,795
1073,K2-26,b,K2-26 b,14.56650000,7.61000,2.670,430
1074,K2-260,b,K2-260 b,2.62666570,451.31860,17.396,1957
1075,K2-261,b,K2-261 b,11.63344000,70.87609,9.528,1080
1076,K2-263,b,K2-263 b,50.81894700,14.80000,2.410,470
1077,K2-264,b,K2-264 b,5.84000200,5.61000,2.231,496
1078,K2-264,c,K2-264 c,19.66030200,7.60000,2.668,331
1079,K2-265,b,K2-265 b,2.36917200,6.54000,1.710,
1080,K2-266,b,K2-266 b,0.65852400,11.30000,3.300,1515
1081,K2-266,c,K2-266 c,7.81400000,0.29000,0.705,665
1082,K2-266,d,K2-266 d,14.69700000,9.40000,2.930,538
1083,K2-266,e,K2-266 e,19.48200000,8.30000,2.730,490
1084,K2-268,b,K2-268 b,2.15189400,2.57000,1.410,1121
1085,K2-268,c,K2-268 c,9.32684100,7.70000,2.690,688
1086,K2-269,b,K2-269 b,4.14496500,3.09000,1.570,1429
1087,K2-27,b,K2-27 b,6.77131500,30.90000,4.480,902
1088,K2-270,b,K2-270 b,1.54306900,2.48000,1.380,1203
1089,K2-270,c,K2-270 c,4.40002800,9.01000,2.950,848
1090,K2-271,b,K2-271 b,8.56242100,41.80000,7.280,893
1091,K2-272,b,K2-272 b,14.45353300,8.80000,2.910,655
1092,K2-273,b,K2-273 b,11.71633200,17.90000,4.420,672
1093,K2-274,b,K2-274 b,14.12971400,5.48000,2.200,589
1094,K2-275,b,K2-275 b,3.28096100,5.65000,2.240,905
1095,K2-275,c,K2-275 c,8.43875600,6.08000,2.340,660
1096,K2-276,b,K2-276 b,18.71826900,13.70000,3.770,583
1097,K2-277,b,K2-277 b,6.32676300,4.94000,2.070,958
1098,K2-278,b,K2-278 b,3.33496600,9.17000,2.980,1711
1099,K2-279,b,K2-279 b,7.12260500,1.92000,1.210,879
1100,K2-28,b,K2-28 b,2.26045500,5.99000,2.320,568
1101,K2-280,b,K2-280 b,19.89520200,45.60000,7.670,744
1102,K2-281,b,K2-281 b,8.68772100,50.90000,8.180,665
1103,K2-282,b,K2-282 b,4.16983600,8.35000,2.820,1057
1104,K2-283,b,K2-283 b,1.92103600,12.20000,3.520,1186
1105,K2-284,b,K2-284 b,4.79506900,8.15000,2.780,653
1106,K2-285,b,K2-285 b,3.47174500,9.68000,2.590,1089
1107,K2-285,c,K2-285 c,7.13804800,15.68000,3.530,741
1108,K2-285,d,K2-285 d,10.45582000,6.50000,2.480,620
1109,K2-285,e,K2-285 e,14.76289000,10.70000,1.950,501
1110,K2-286,b,K2-286 b,27.35900000,5.06000,2.100,347
1111,K2-287,b,K2-287 b,14.89329100,100.11645,9.494,804
1112,K2-288 B,b,K2-288 B b,31.39346300,4.27000,1.900,226
1113,K2-289,b,K2-289 b,13.15696900,61.00000,9.100,753
1114,K2-29,b,K2-29 b,3.25883210,232.01590,13.339,1171
1115,K2-290,b,K2-290 b,9.21165000,10.90000,3.060,1230
1116,K2-290,c,K2-290 c,48.36685000,246.00042,11.276,676
1117,K2-291,b,K2-291 b,2.22517700,6.49000,1.589,
1118,K2-3,b,K2-3 b,10.05449000,8.10000,2.180,463
1119,K2-3,c,K2-3 c,24.64354000,2.10000,1.850,344
1120,K2-3,d,K2-3 d,44.55983000,7.50000,1.510,282
1121,K2-30,b,K2-30 b,4.09850300,184.02357,11.646,1092
1122,K2-31,b,K2-31 b,1.25785000,563.83042,11.882,
1123,K2-32,b,K2-32 b,8.99213000,16.50000,5.130,817
1124,K2-32,c,K2-32 c,20.66020000,12.10000,3.010,619
1125,K2-32,d,K2-32 d,31.71540000,10.30000,3.430,537
1126,K2-33,b,K2-33 b,5.42486500,1175.97100,5.040,850
1127,K2-34,b,K2-34 b,2.99563300,539.67534,13.960,1559
1128,K2-35,b,K2-35 b,5.60835200,4.38000,1.930,979
1129,K2-35,c,K2-35 c,2.39996400,2.30000,1.320,737
1130,K2-36,b,K2-36 b,1.42266000,2.30000,1.320,1232
1131,K2-36,c,K2-36 c,5.34059000,8.25000,2.800,793
1132,K2-37,b,K2-37 b,4.44117000,3.22000,1.610,974
1133,K2-37,c,K2-37 c,6.42904000,8.00000,2.750,861
1134,K2-37,d,K2-37 d,14.09189000,7.90000,2.730,663
1135,K2-38,b,K2-38 b,4.01593000,19.06980,1.906,1184
1136,K2-38,c,K2-38 c,10.56103000,9.90000,2.420,858
1137,K2-39,b,K2-39 b,4.60543000,28.60470,6.277,1670
1138,K2-4,b,K2-4 b,10.00341700,5.06000,2.100,563
1139,K2-42,b,K2-42 b,6.68796000,5.27000,2.150,
1140,K2-43,b,K2-43 b,3.47134100,20.20000,4.750,
1141,K2-44,b,K2-44 b,5.65688000,7.85000,2.720,
1142,K2-45,b,K2-45 b,1.72926840,36.40000,6.710,
1143,K2-46,b,K2-46 b,19.15410000,4.86000,2.050,
1144,K2-47,b,K2-47 b,31.63720000,4.23000,1.890,
1145,K2-48,b,K2-48 b,20.50650000,5.65000,2.240,
1146,K2-49,b,K2-49 b,2.77065000,4.38000,1.930,
1147,K2-5,b,K2-5 b,5.73594000,4.31000,1.910,565
1148,K2-5,c,K2-5 c,10.93241000,5.73000,2.260,456
1149,K2-50,b,K2-50 b,8.75290000,3.15000,1.590,
1150,K2-52,b,K2-52 b,3.53505500,45700.00000,18.000,2004
1151,K2-53,b,K2-53 b,12.20772000,7.27000,2.600,665
1152,K2-54,b,K2-54 b,9.78430000,1.60000,1.150,
1153,K2-55,b,K2-55 b,2.84925800,14.00000,3.820,
1154,K2-57,b,K2-57 b,9.00630000,5.06000,2.100,
1155,K2-58,b,K2-58 b,7.05254000,7.65000,2.680,
1156,K2-58,c,K2-58 c,2.53726000,3.26000,1.620,
1157,K2-58,d,K2-58 d,22.88270000,3.57000,1.710,
1158,K2-59,b,K2-59 b,20.69210000,6.39000,2.410,
1159,K2-59,c,K2-59 c,11.29540000,5.90000,2.300,
1160,K2-6,b,K2-6 b,30.94191000,6.80000,2.500,615
1161,K2-60,b,K2-60 b,3.00265000,135.39558,7.656,1400
1162,K2-61,b,K2-61 b,2.57302000,6.71000,2.480,
1163,K2-62,b,K2-62 b,6.67202000,5.22000,2.140,
1164,K2-62,c,K2-62 c,16.19660000,5.22000,2.140,
1165,K2-63,b,K2-63 b,20.25700000,10.50000,3.220,
1166,K2-64,b,K2-64 b,6.53044000,4.94000,2.070,
1167,K2-65,b,K2-65 b,12.64750000,3.12000,1.580,
1168,K2-66,b,K2-66 b,5.06963000,21.30000,2.490,1372
1169,K2-68,b,K2-68 b,8.05428000,3.12000,1.580,
1170,K2-69,b,K2-69 b,7.06599000,5.99000,2.320,
1171,K2-7,b,K2-7 b,28.67992000,7.61000,2.670,651
1172,K2-70,b,K2-70 b,13.97896000,8.70000,2.890,
1173,K2-71,b,K2-71 b,6.98541000,5.27000,2.150,
1174,K2-72,b,K2-72 b,5.57721200,1.28000,1.080,
1175,K2-72,c,K2-72 c,15.18903400,1.65000,1.160,
1176,K2-72,d,K2-72 d,7.76017800,1.01000,1.010,
1177,K2-72,e,K2-72 e,24.15886800,2.21000,1.290,
1178,K2-73,b,K2-73 b,7.49543000,6.57000,2.450,
1179,K2-74,b,K2-74 b,19.56660000,5.95000,2.310,
1180,K2-75,b,K2-75 b,7.81420000,7.61000,2.670,
1181,K2-75,c,K2-75 c,18.31100000,8.10000,2.770,
1182,K2-77,b,K2-77 b,8.19979600,603.87700,2.300,
1183,K2-79,b,K2-79 b,10.99573000,13.20000,3.690,
1184,K2-8,b,K2-8 b,10.35239000,12.50000,3.580,631
1185,K2-8,c,K2-8 c,5.06416000,6.39000,2.410,801
1186,K2-80,b,K2-80 b,19.09180000,4.70000,2.010,
1187,K2-80,c,K2-80 c,5.60500000,2.76000,1.470,
1188,K2-80,d,K2-80 d,28.86725300,7.04000,2.552,
1189,K2-81,b,K2-81 b,6.10232500,4.54000,1.970,
1190,K2-83,b,K2-83 b,2.74697000,2.08000,1.244,
1191,K2-83,c,K2-83 c,9.99767000,2.80000,1.483,
1192,K2-84,b,K2-84 b,6.42150000,6.39000,2.410,
1193,K2-84,c,K2-84 c,27.86000000,4.78000,2.030,
1194,K2-85,b,K2-85 b,0.68453300,1.01000,1.010,
1195,K2-86,b,K2-86 b,8.77683000,4.50000,1.960,
1196,K2-87,b,K2-87 b,9.72661800,44.90000,7.600,979
1197,K2-88,b,K2-88 b,4.61220000,2.04000,1.230,
1198,K2-89,b,K2-89 b,1.09602600,0.17000,0.615,
1199,K2-9,b,K2-9 b,18.44980000,5.69000,2.250,314
1200,K2-90,b,K2-90 b,13.73331400,7.27000,2.600,502
1201,K2-90,c,K2-90 c,2.90070600,2.24000,1.300,
1202,K2-91,b,K2-91 b,1.41954900,1.37000,1.100,
1203,K2-95,b,K2-95 b,10.13401600,10.99000,3.880,383
1204,K2-97,b,K2-97 b,8.40672600,152.55840,10.610,1499
1205,K2-98,b,K2-98 b,10.13644800,32.20000,5.200,1092
1206,K2-99,b,K2-99 b,18.25198500,308.29510,11.730,1113
1207,KELT-1,b,KELT-1 b,1.21751400,8654.15000,12.442,
1208,KELT-10,b,KELT-10 b,4.16627390,215.80657,15.681,1377
1209,KELT-11,b,KELT-11 b,4.73610000,54.34893,15.132,1712
1210,KELT-12,b,KELT-12 b,5.03162300,301.93850,19.952,1800
1211,KELT-14,b,KELT-14 b,1.71005660,408.09372,19.537,1970
1212,KELT-15,b,KELT-15 b,3.32944000,416.35730,19.504,1642
1213,KELT-16,b,KELT-16 b,0.96899510,874.03250,15.861,2453
1214,KELT-17,b,KELT-17 b,3.08017160,416.35730,17.094,2087
1215,KELT-18,b,KELT-18 b,2.87175180,375.03940,17.598,2085
1216,KELT-19 A,b,KELT-19 A b,4.61170930,1293.56810,21.409,1935
1217,KELT-2 A,b,KELT-2 A b,4.11379000,540.31100,15.132,
1218,KELT-20,b,KELT-20 b,3.47410850,1074.90106,19.515,2262
1219,KELT-21,b,KELT-21 b,3.61276470,1242.71530,17.777,2051
1220,KELT-3,b,KELT-3 b,2.70339000,616.59020,17.486,1816
1221,KELT-4 A,b,KELT-4 A b,2.98959320,286.68266,19.044,1823
1222,KELT-6,b,KELT-6 b,7.84570000,165.27160,14.572,1313
1223,KELT-6,c,KELT-6 c,1276.00000000,1179.14930,13.000,
1224,KELT-7,b,KELT-7 b,2.73477000,441.78370,17.934,2048
1225,KELT-8,b,KELT-8 b,3.24406000,209.76780,18.159,1675
1226,KELT-9,b,KELT-9 b,1.48112350,915.35040,21.196,4050
1227,KIC 10001893,b,KIC 10001893 b,0.21970000,,,
1228,KIC 10001893,c,KIC 10001893 c,0.32528000,,,
1229,KIC 10001893,d,KIC 10001893 d,0.81161000,,,
1230,KIC 10525077,b,KIC 10525077 b,854.08300000,25.90000,5.500,
1231,KIC 3558849,b,KIC 3558849 b,1322.30000000,38.10000,6.900,
1232,KIC 5437945,b,KIC 5437945 b,440.78130000,33.60000,6.400,
1233,KIC 5951458,b,KIC 5951458 b,1320.10000000,35.40000,6.600,
1234,KIC 7917485,b,KIC 7917485 b,840.00000000,3750.39400,12.400,
1235,KOI-7892,b,KIC 8540376 b,31.80990000,15.80000,4.100,
1236,KOI-7892,c,KIC 8540376 c,75.20000000,6.35000,2.400,
1237,KIC 9663113,b,KIC 9663113 b,572.38470000,19.20000,4.600,
1238,KMT-2016-BLG-1107L,b,KMT-2016-BLG-1107L b,,1043.43589,13.100,
1239,KMT-2016-BLG-1397L,b,KMT-2016-BLG-1397L b,,2224.81000,12.700,
1240,KMT-2016-BLG-1820L,b,KMT-2016-BLG-1820L b,,1452.48310,12.900,
1241,KMT-2016-BLG-2142L,b,KMT-2016-BLG-2142L b,,4923.18670,12.200,
1242,KMT-2017-BLG-1038L,b,KMT-2017-BLG-1038L b,,635.66000,13.400,
1243,KMT-2017-BLG-1146L,b,KMT-2017-BLG-1146L b,,225.65930,14.000,
1244,KOI-12,b,KOI-12 b,17.85523000,1690.85560,17.262,
1245,KOI-1257,b,KOI-1257 b,86.64766100,460.83000,10.540,511
1246,KOI-13,b,KOI-13 b,1.76358800,2949.46240,16.948,2550
1247,KOI-142,b,KOI-142 b,10.95416000,8.70000,3.780,
1248,KOI-142,c,KOI-142 c,22.33950000,198.80000,14.100,
1249,KOI-217,b,KOI-217 b,3.90512000,,12.442,
1250,KOI-351,b,KOI-351 b,7.00815100,2.27000,1.310,
1251,KOI-351,c,KOI-351 c,8.71937500,1.81000,1.190,
1252,KOI-351,d,KOI-351 d,59.73667000,8.60000,2.870,
1253,KOI-351,e,KOI-351 e,91.93913000,7.56000,2.660,
1254,KOI-351,f,KOI-351 f,124.91440000,8.65000,2.880,
1255,KOI-351,g,KOI-351 g,210.60697000,254.26400,8.100,
1256,KOI-351,h,KOI-351 h,331.60059000,381.39600,11.300,
1257,KOI-351,i,KOI-351 i,14.44912000,2.30000,1.320,709
1258,KOI-3680,b,KOI-3680 b,141.24167100,613.41190,11.097,347
1259,KOI-55,b,KOI-55 b,0.24010400,0.44000,0.759,
1260,KOI-55,c,KOI-55 c,0.34288700,0.65500,0.867,
1261,KOI-94,b,KOI-94 b,3.74320800,10.50000,1.710,1486
1262,KOI-94,c,KOI-94 c,10.42364800,15.60000,4.320,1012
1263,KOI-94,d,KOI-94 d,22.34298900,106.00000,11.270,806
1264,KOI-94,e,KOI-94 e,54.32031000,35.00000,6.560,584
1265,KPS-1,b,KPS-1 b,1.70629100,346.43470,11.545,1459
1266,Kapteyn,c,Kapteyn c,121.54000000,7.00000,2.540,
1267,Kepler-10,b,Kepler-10 b,0.83749100,4.60853,1.481,2130
1268,Kepler-10,c,Kepler-10 c,45.29430100,17.20000,2.350,584
1269,Kepler-100,b,Kepler-100 b,6.88705000,7.34000,1.320,
1270,Kepler-100,c,Kepler-100 c,12.81590000,7.05000,2.200,
1271,Kepler-100,d,Kepler-100 d,35.33310000,3.00000,1.610,
1272,Kepler-1000,b,Kepler-1000 b,120.01812720,20.30000,4.760,
1273,Kepler-1001,b,Kepler-1001 b,14.30511983,10.10000,3.150,
1274,Kepler-1002,b,Kepler-1002 b,4.33642933,3.57000,1.710,
1275,Kepler-1003,b,Kepler-1003 b,3.55485691,3.82000,1.780,
1276,Kepler-1004,b,Kepler-1004 b,5.28789787,32.50000,6.280,
1277,Kepler-1005,b,Kepler-1005 b,6.49801525,2.86000,1.500,
1278,Kepler-1006,b,Kepler-1006 b,19.76172042,2.99000,1.540,
1279,Kepler-1007,b,Kepler-1007 b,5.18500207,2.67000,1.440,
1280,Kepler-1008,b,Kepler-1008 b,12.43931193,2.18000,1.280,
1281,Kepler-1009,b,Kepler-1009 b,11.35011917,5.35000,2.170,
1282,Kepler-101,b,Kepler-101 b,3.48768120,51.10000,5.770,1513
1283,Kepler-101,c,Kepler-101 c,6.02976000,3.78000,1.250,1413
1284,Kepler-1010,b,Kepler-1010 b,34.26857050,5.99000,2.320,
1285,Kepler-1011,b,Kepler-1011 b,5.75322197,8.60000,2.870,
1286,Kepler-1012,b,Kepler-1012 b,5.50860439,2.21000,1.290,
1287,Kepler-1013,b,Kepler-1013 b,18.93054959,5.27000,2.150,
1288,Kepler-1014,b,Kepler-1014 b,16.57110363,6.30000,2.390,
1289,Kepler-1015,b,Kepler-1015 b,16.00494214,12.30000,3.550,
1290,Kepler-1016,b,Kepler-1016 b,1.95452434,5.39000,2.180,
1291,Kepler-1016,c,Kepler-1016 c,105.65513690,13.10000,3.680,
1292,Kepler-1017,b,Kepler-1017 b,7.23400469,4.62000,1.990,
1293,Kepler-1018,b,Kepler-1018 b,49.10135140,7.18000,2.580,
1294,Kepler-1019,b,Kepler-1019 b,1.41122985,2.73000,1.460,
1295,Kepler-102,b,Kepler-102 b,5.28696000,4.30000,0.470,
1296,Kepler-102,c,Kepler-102 c,7.07142000,3.00000,0.580,
1297,Kepler-102,d,Kepler-102 d,10.31170000,3.80000,1.180,
1298,Kepler-102,e,Kepler-102 e,16.14570000,8.93000,2.220,
1299,Kepler-102,f,Kepler-102 f,27.45360000,5.20000,0.880,
1300,Kepler-1020,b,Kepler-1020 b,96.91514960,5.82000,2.280,
1301,Kepler-1021,b,Kepler-1021 b,13.47469571,6.04000,2.330,
1302,Kepler-1022,b,Kepler-1022 b,10.99469878,6.17000,2.360,
1303,Kepler-1023,b,Kepler-1023 b,62.13877140,7.41000,2.630,
1304,Kepler-1024,b,Kepler-1024 b,66.41621330,14.50000,3.910,
1305,Kepler-1025,b,Kepler-1025 b,37.32294930,4.58000,1.980,
1306,Kepler-1026,b,Kepler-1026 b,36.51560530,5.52000,2.210,
1307,Kepler-1027,b,Kepler-1027 b,1.90780520,0.64000,0.890,
1308,Kepler-1028,b,Kepler-1028 b,2.51462432,2.33000,1.330,
1309,Kepler-1029,b,Kepler-1029 b,4.41769648,2.13000,1.260,
1310,Kepler-103,b,Kepler-103 b,15.96540000,9.70000,3.370,
1311,Kepler-103,c,Kepler-103 c,179.61200000,36.10000,5.140,
1312,Kepler-1030,b,Kepler-1030 b,19.32952416,6.71000,2.480,
1313,Kepler-1031,b,Kepler-1031 b,1.22621732,0.59000,0.870,
1314,Kepler-1032,b,Kepler-1032 b,3.29011795,4.16000,1.870,
1315,Kepler-1033,b,Kepler-1033 b,7.56052806,6.85000,2.510,
1316,Kepler-1034,b,Kepler-1034 b,12.12400943,5.73000,2.260,
1317,Kepler-1035,b,Kepler-1035 b,2.71407755,1.71000,1.170,
1318,Kepler-1036,b,Kepler-1036 b,122.88080580,9.32000,3.010,
1319,Kepler-1037,b,Kepler-1037 b,1.06378867,2.18000,1.280,
1320,Kepler-1038,b,Kepler-1038 b,148.46033820,12.20000,3.530,
1321,Kepler-1039,b,Kepler-1039 b,0.93488424,2.73000,1.460,
1322,Kepler-104,b,Kepler-104 b,11.42754800,19.60000,3.100,
1323,Kepler-104,c,Kepler-104 c,23.66820500,9.96000,3.130,
1324,Kepler-104,d,Kepler-104 d,51.75539400,12.50000,3.580,
1325,Kepler-1040,b,Kepler-1040 b,201.12140000,4.98000,2.080,
1326,Kepler-1041,b,Kepler-1041 b,24.75764210,8.96000,2.940,
1327,Kepler-1042,b,Kepler-1042 b,10.13202575,5.43000,2.190,
1328,Kepler-1043,b,Kepler-1043 b,38.50533980,7.04000,2.550,
1329,Kepler-1044,b,Kepler-1044 b,6.77408868,7.61000,2.670,
1330,Kepler-1045,b,Kepler-1045 b,26.41045478,7.70000,2.690,
1331,Kepler-1046,b,Kepler-1046 b,14.37508035,3.57000,1.710,
1332,Kepler-1047,b,Kepler-1047 b,56.18868870,5.02000,2.090,
1333,Kepler-1047,c,Kepler-1047 c,3.18897601,0.93700,0.990,
1334,Kepler-1048,b,Kepler-1048 b,6.92101021,3.22000,1.610,
1335,Kepler-1049,b,Kepler-1049 b,3.27346074,0.80900,0.950,
1336,Kepler-105,b,Kepler-105 b,5.41220000,5.10000,4.810,1418
1337,Kepler-105,c,Kepler-105 c,7.12620000,4.60000,1.310,997
1338,Kepler-1050,b,Kepler-1050 b,15.37875460,3.19000,1.600,
1339,Kepler-1050,c,Kepler-1050 c,21.12845690,2.79000,1.480,
1340,Kepler-1051,b,Kepler-1051 b,25.96200249,11.50000,3.400,
1341,Kepler-1052,b,Kepler-1052 b,34.85382760,8.91000,2.930,
1342,Kepler-1053,b,Kepler-1053 b,2.41435165,0.90400,0.980,
1343,Kepler-1054,b,Kepler-1054 b,4.30655689,7.41000,2.630,
1344,Kepler-1055,b,Kepler-1055 b,2.29503623,2.04000,1.230,
1345,Kepler-1056,b,Kepler-1056 b,27.49560600,9.32000,3.010,
1346,Kepler-1057,b,Kepler-1057 b,14.08827448,11.20000,3.360,
1347,Kepler-1058,b,Kepler-1058 b,110.96546000,7.85000,2.720,
1348,Kepler-1059,b,Kepler-1059 b,3.76419105,3.64000,1.730,
1349,Kepler-106,b,Kepler-106 b,6.16486000,5.30000,0.820,
1350,Kepler-106,c,Kepler-106 c,13.57080000,10.44000,2.500,
1351,Kepler-106,d,Kepler-106 d,23.98020000,8.10000,0.950,
1352,Kepler-106,e,Kepler-106 e,43.84450000,11.17000,2.560,
1353,Kepler-1060,b,Kepler-1060 b,46.87793670,6.26000,2.380,
1354,Kepler-1061,b,Kepler-1061 b,2.75798267,4.58000,1.980,
1355,Kepler-1062,b,Kepler-1062 b,9.30412078,3.75000,1.760,
1356,Kepler-1063,b,Kepler-1063 b,14.07971466,2.83000,1.490,
1357,Kepler-1064,b,Kepler-1064 b,16.54080322,3.02000,1.550,
1358,Kepler-1065,b,Kepler-1065 b,3.60930891,13.40000,3.730,
1359,Kepler-1065,c,Kepler-1065 c,2.37030743,3.19000,1.600,
1360,Kepler-1066,b,Kepler-1066 b,1.93155984,6.17000,2.360,
1361,Kepler-1067,b,Kepler-1067 b,0.76212926,0.43700,0.800,
1362,Kepler-1068,b,Kepler-1068 b,16.92344113,12.80000,3.630,
1363,Kepler-1069,b,Kepler-1069 b,23.89902960,3.19000,1.600,
1364,Kepler-107,b,Kepler-107 b,3.17999700,3.05000,1.560,
1365,Kepler-107,c,Kepler-107 c,4.90142500,3.93000,1.810,
1366,Kepler-107,d,Kepler-107 d,7.95820300,1.24000,1.070,
1367,Kepler-107,e,Kepler-107 e,14.74904900,11.80000,3.450,
1368,Kepler-1070,b,Kepler-1070 b,6.22161470,3.64000,1.730,
1369,Kepler-1071,b,Kepler-1071 b,6.17998440,6.26000,2.380,
1370,Kepler-1072,b,Kepler-1072 b,1.56906650,3.12000,1.580,
1371,Kepler-1073,b,Kepler-1073 b,8.67888593,5.90000,2.300,
1372,Kepler-1073,c,Kepler-1073 c,4.02582254,3.33000,1.640,
1373,Kepler-1074,b,Kepler-1074 b,5.94566534,2.10000,1.250,
1374,Kepler-1075,b,Kepler-1075 b,1.52372816,2.60000,1.420,
1375,Kepler-1076,b,Kepler-1076 b,6.14727918,0.43700,0.800,
1376,Kepler-1077,b,Kepler-1077 b,34.35118740,8.10000,2.770,
1377,Kepler-1078,b,Kepler-1078 b,3.00725242,4.27000,1.900,
1378,Kepler-1079,b,Kepler-1079 b,13.24503188,3.29000,1.630,
1379,Kepler-108,b,Kepler-108 b,49.18392100,56.00000,8.650,
1380,Kepler-108,c,Kepler-108 c,190.32349400,50.90000,8.180,
1381,Kepler-1080,b,Kepler-1080 b,77.25483960,10.80000,3.280,
1382,Kepler-1081,b,Kepler-1081 b,3.85691855,1.01000,1.010,
1383,Kepler-1082,b,Kepler-1082 b,1.54320660,1.46000,1.120,
1384,Kepler-1083,b,Kepler-1083 b,33.41779930,11.20000,3.360,
1385,Kepler-1084,b,Kepler-1084 b,2.05333679,1.41000,1.110,
1386,Kepler-1085,b,Kepler-1085 b,219.32175280,41.20000,7.220,
1387,Kepler-1086,b,Kepler-1086 b,18.78425728,6.53000,2.440,
