loc_rowid,fpl_hostname,fpl_letter,fpl_name,fpl_orbper,fpl_bmasse,fpl_rade,fpl_eqt
1,11 Com,b,11 Com b,326.03000000,6165.60000,12.100,
2,11 UMi,b,11 UMi b,516.21997000,4684.81420,12.300,
3,14 And,b,14 And b,185.84000000,1525.50000,12.900,
4,14 Her,b,14 Her b,1773.40002000,1481.08780,12.900,
5,16 Cyg B,b,16 Cyg B b,798.50000000,565.73740,13.500,
6,18 Del,b,18 Del b,993.30000000,3273.50000,12.500,
7,1RXS J160929.1-210524,b,1RXS J160929.1-210524 b,,3000.00000,18.647,1700
8,24 Boo,b,24 Boo b,30.35060000,289.22530,13.900,
9,24 Sex,b,24 Sex b,452.80000000,632.46000,13.400,
10,24 Sex,c,24 Sex c,883.00000000,273.32000,13.900,
11,2MASS J01225093-2439505,b,2MASS J01225093-2439505 b,,7786.50000,11.209,1600
12,2MASS J02192210-3925225,b,2MASS J02192210-3925225 b,,4417.83700,16.141,
13,2MASS J04414489+2301513,b,2MASS J04414489+2301513 b,,2383.60000,12.600,
14,2MASS J12073346-3932539,b,2MASS J12073346-3932539 b,,1271.00000,13.000,1150
15,2MASS J19383260+4603591,b,2MASS J19383260+4603591 b,416.00000000,603.87700,13.400,
16,2MASS J21402931+1625183 A,b,2MASS J21402931+1625183 A b,7336.50000000,6657.48000,10.310,2075
17,2MASS J22362452+4751425,b,2MASS J22362452+4751425 b,,3972.87500,12.300,
18,30 Ari B,b,30 Ari B b,335.10001000,4392.41060,12.300,
19,4 UMa,b,4 UMa b,269.30000000,2256.50000,12.700,
20,42 Dra,b,42 Dra b,479.10000000,1233.13000,13.000,
21,47 UMa,b,47 UMa b,1078.00000000,804.08000,13.200,
22,47 UMa,c,47 UMa c,2391.00000000,171.62100,14.200,
23,47 UMa,d,47 UMa d,14002.00000000,521.22000,13.500,
24,51 Eri,b,51 Eri b,14965.00000000,635.66000,13.400,700
25,51 Peg,b,51 Peg b,4.23078500,146.20180,14.300,
26,55 Cnc,b,55 Cnc b,14.65152000,263.97850,13.900,700
27,55 Cnc,c,55 Cnc c,44.41750000,54.47380,8.510,
28,55 Cnc,d,55 Cnc d,4825.00000000,1232.49300,13.000,
29,55 Cnc,e,55 Cnc e,0.73653900,8.08000,1.910,1958
30,55 Cnc,f,55 Cnc f,262.00000000,44.81200,7.590,
31,6 Lyn,b,6 Lyn b,934.30000000,638.83830,13.400,
32,61 Vir,b,61 Vir b,4.21500000,5.10000,2.110,
33,61 Vir,c,61 Vir c,38.02100000,18.20000,4.460,
34,61 Vir,d,61 Vir d,123.01000000,22.90000,5.110,
35,7 CMa,b,7 CMa b,796.00000000,781.86180,13.300,
36,70 Vir,b,70 Vir b,116.68800000,2380.45000,12.600,
37,75 Cet,b,75 Cet b,691.90000000,953.49000,13.100,
38,8 UMi,b,8 UMi b,93.40000000,416.35730,13.600,
39,81 Cet,b,81 Cet b,952.70000000,1684.40000,12.800,
40,91 Aqr,b,91 Aqr b,181.40000000,1017.00000,13.100,
41,AB Pic,b,AB Pic b,,4290.50000,12.300,
42,BD+03 2562,b,BD+03 2562 b,481.90000000,2034.11200,12.700,
43,BD+14 4559,b,BD+14 4559 b,268.94000000,330.54320,13.800,
44,BD+15 2375,b,BD+15 2375 b,153.22000000,337.21763,13.800,
45,BD+15 2940,b,BD+15 2940 b,137.48000000,352.78000,13.700,
46,BD+20 2457,b,BD+20 2457 b,379.63000000,17668.16970,11.600,
47,BD+20 2457,c,BD+20 2457 c,621.99000000,3963.17000,12.400,
48,BD+20 274,b,BD+20 274 b,578.20000000,1334.88600,13.000,
49,BD+20 594,b,BD+20 594 b,41.68550000,22.24810,2.578,546
50,BD+48 738,b,BD+48 738 b,392.60000000,289.22530,13.900,
51,BD+48 740,b,BD+48 740 b,733.00000000,540.31100,13.500,
52,BD+49 828,b,BD+49 828 b,2590.00000000,508.50000,13.500,
53,BD-06 1339,b,BD-06 1339 b,3.87280000,8.50000,2.850,
54,BD-06 1339,c,BD-06 1339 c,125.94000000,53.00000,8.380,
55,BD-08 2823,b,BD-08 2823 b,5.60000000,12.71320,3.610,
56,BD-08 2823,c,BD-08 2823 c,237.60000000,104.00000,12.500,
57,BD-10 3166,b,BD-10 3166 b,3.48777000,187.51970,14.100,
58,BD-11 4672,b,BD-11 4672 b,1667.00000000,168.44000,14.200,
59,BD-13 2130,b,BD-13 2130 b,714.29999000,3108.37740,12.500,
60,BD-17 63,b,BD-17 63 b,655.59998000,905.81550,13.200,
61,CFBDSIR J145829+101343,b,CFBDSIR J145829+101343 b,10037.50000000,3337.10000,12.400,370
62,CHXR 73,b,CHXR 73 b,,3994.48600,12.300,
63,CT Cha,b,CT Cha b,,5403.00000,24.660,2600
64,CoRoT-1,b,CoRoT-1 b,1.50895570,327.35000,16.700,1898
65,CoRoT-10,b,CoRoT-10 b,13.24060000,874.00000,10.870,600
66,CoRoT-11,b,CoRoT-11 b,2.99433000,740.51000,16.030,1657
67,CoRoT-12,b,CoRoT-12 b,2.82804200,291.43800,16.140,1442
68,CoRoT-13,b,CoRoT-13 b,4.03519000,415.70400,9.920,1700
69,CoRoT-14,b,CoRoT-14 b,1.51214000,2415.40000,12.220,1952
70,CoRoT-16,b,CoRoT-16 b,5.35227000,170.03200,13.110,
71,CoRoT-17,b,CoRoT-17 b,3.76810000,772.29000,11.430,1626
72,CoRoT-18,b,CoRoT-18 b,1.90006930,1102.82000,14.680,1550
73,CoRoT-19,b,CoRoT-19 b,3.89713000,352.78000,14.460,2000
74,CoRoT-2,b,CoRoT-2 b,1.74299350,1102.82000,16.432,1521
75,CoRoT-20,b,CoRoT-20 b,9.24285000,1366.66900,9.416,1002
76,CoRoT-20,c,CoRoT-20 c,1675.00000000,5403.11000,12.200,
77,CoRoT-21,b,CoRoT-21 b,2.72474000,718.29580,14.572,
78,CoRoT-22,b,CoRoT-22 b,9.75598000,12.20000,4.880,885
79,CoRoT-23,b,CoRoT-23 b,3.63130000,889.90000,11.770,1660
80,CoRoT-24,b,CoRoT-24 b,5.11340000,5.70000,3.700,1070
81,CoRoT-24,c,CoRoT-24 c,11.75900000,28.00000,5.000,850
82,CoRoT-25,b,CoRoT-25 b,4.86069000,85.81000,12.110,1330
83,CoRoT-26,b,CoRoT-26 b,4.20474000,165.26000,14.120,1600
84,CoRoT-27,b,CoRoT-27 b,3.57532000,3302.11000,11.287,1500
85,CoRoT-28,b,CoRoT-28 b,5.20851000,153.82972,10.705,
86,CoRoT-29,b,CoRoT-29 b,2.85057000,270.15550,10.088,
87,CoRoT-3,b,CoRoT-3 b,4.25680000,6883.91000,11.320,1695
88,CoRoT-4,b,CoRoT-4 b,9.20205000,228.83000,13.340,1074
89,CoRoT-5,b,CoRoT-5 b,4.03789620,148.42000,15.558,1438
90,CoRoT-6,b,CoRoT-6 b,8.88659300,940.74000,13.068,1017
91,CoRoT-7,b,CoRoT-7 b,0.85359163,3.17830,1.681,1756
92,CoRoT-7,c,CoRoT-7 c,3.69800000,8.40000,2.830,
93,CoRoT-8,b,CoRoT-8 b,6.21229000,69.92000,6.390,922
94,CoRoT-9,b,CoRoT-9 b,95.27265600,266.97720,11.949,420
95,CoRoTID 223977153,b,CoRoTID 223977153 b,6.71837000,47.67450,6.389,938
96,DENIS-P J082303.1-491201,b,DENIS-P J082303.1-491201 b,246.36000000,9057.77000,11.900,
97,DH Tau,b,DH Tau b,,3496.00000,30.264,2200
98,DP Leo,b,DP Leo b,10220.00000000,1995.88832,12.700,
99,EPIC 211822797,b,EPIC 211822797 b,21.16986100,4.58000,1.980,
100,EPIC 211945201,b,EPIC 211945201 b,19.49221000,27.00000,5.760,817
101,EPIC 220674823,b,EPIC 220674823 b,0.57133100,8.36000,1.820,2119
102,EPIC 220674823,c,EPIC 220674823 c,13.33907900,5.80000,2.730,741
103,EPIC 246851721,b,EPIC 246851721 b,6.18023500,953.49000,11.781,1401
104,FU Tau,b,FU Tau b,,5085.28000,12.200,2375
105,Fomalhaut,b,Fomalhaut b,555530.00000000,826.30000,13.500,
106,GJ 1132,b,GJ 1132 b,1.62893100,1.66000,1.160,529
107,GJ 1132,c,GJ 1132 c,8.92900000,2.64000,1.430,300
108,GJ 1148,b,GJ 1148 b,41.38000000,96.70000,11.900,
109,GJ 1148,c,GJ 1148 c,532.58000000,68.06000,9.710,
110,GJ 1214,b,GJ 1214 b,1.58040456,6.26125,2.847,547
111,GJ 1265,b,GJ 1265 b,3.65110000,7.40000,2.630,
112,GJ 143,b,GJ 143 b,35.58900000,30.63000,6.070,
113,GJ 163,b,GJ 163 b,8.63182000,10.60000,3.250,
114,GJ 163,c,GJ 163 c,25.63058000,6.80000,2.500,
115,GJ 163,d,GJ 163 d,603.95116000,29.40000,5.920,
116,GJ 179,b,GJ 179 b,2288.00000000,260.61000,13.900,
117,GJ 273,b,GJ 273 b,18.64980000,2.89000,1.510,
118,GJ 273,c,GJ 273 c,4.72340000,1.18000,1.060,
119,GJ 3021,b,GJ 3021 b,133.71000000,1071.04000,13.100,350
120,GJ 3138,b,GJ 3138 b,1.22003000,1.78000,1.180,
121,GJ 3138,c,GJ 3138 c,5.97400000,4.18000,1.880,
122,GJ 3138,d,GJ 3138 d,257.80000000,10.50000,3.230,
123,GJ 317,b,GJ 317 b,692.00000000,794.50000,13.300,
124,GJ 317,c,GJ 317 c,5312.00000000,489.45820,13.500,
125,GJ 328,b,GJ 328 b,4100.00000000,731.00000,13.300,
126,GJ 3293,b,GJ 3293 b,30.59870000,23.54000,5.190,
127,GJ 3293,c,GJ 3293 c,122.61960000,21.09000,4.870,
128,GJ 3293,d,GJ 3293 d,48.13450000,7.60000,2.670,
129,GJ 3293,e,GJ 3293 e,13.25430000,3.28000,1.630,
130,GJ 3323,b,GJ 3323 b,5.36360000,2.02000,1.230,
131,GJ 3323,c,GJ 3323 c,40.54000000,2.31000,1.320,
132,GJ 3341,b,GJ 3341 b,14.20700000,6.60000,2.460,
133,GJ 3470,b,GJ 3470 b,3.33664960,13.90000,4.570,594
134,GJ 3634,b,GJ 3634 b,2.64561000,8.40000,2.830,
135,GJ 3779,b,GJ 3779 b,3.02320000,8.00000,2.750,
136,GJ 378,b,GJ 378 b,3.82200000,13.02000,3.660,830
137,GJ 3942,b,GJ 3942 b,6.90500000,7.14000,2.570,590
138,GJ 3998,b,GJ 3998 b,2.64977000,2.47000,1.380,
139,GJ 3998,c,GJ 3998 c,13.74000000,6.26000,2.380,
140,GJ 411,b,GJ 411 b,12.95320000,2.99000,1.540,350
141,GJ 4276,b,GJ 4276 b,13.35200000,16.57000,4.220,
142,GJ 433,b,GJ 433 b,7.37090000,6.35660,2.400,
143,GJ 436,b,GJ 436 b,2.64388312,22.10000,4.170,686
144,GJ 504,b,GJ 504 b,,1271.30000,13.000,510
145,GJ 536,b,GJ 536 b,8.70760000,5.36000,2.170,
146,GJ 581,b,GJ 581 b,5.36860000,15.80000,4.110,
147,GJ 581,c,GJ 581 c,12.91400000,5.50000,2.210,
148,GJ 581,e,GJ 581 e,3.14900000,1.70000,1.170,
149,GJ 625,b,GJ 625 b,14.62800000,2.82000,1.490,
150,GJ 649,b,GJ 649 b,598.30000000,104.24400,12.500,
151,GJ 667 C,b,GJ 667 C b,7.20040000,5.60000,2.230,
152,GJ 667 C,c,GJ 667 C c,28.14000000,3.80000,1.770,
153,GJ 667 C,e,GJ 667 C e,62.24000000,2.70000,1.450,
154,GJ 667 C,f,GJ 667 C f,39.02600000,2.70000,1.450,
155,GJ 667 C,g,GJ 667 C g,256.20000000,4.60000,1.990,
156,GJ 674,b,GJ 674 b,4.69380000,11.09000,3.330,
157,GJ 676 A,b,GJ 676 A b,1056.80005000,2129.46100,12.700,
158,GJ 676 A,c,GJ 676 A c,7337.00000000,2161.24400,12.700,
159,GJ 676 A,d,GJ 676 A d,3.60050000,4.40000,1.930,
160,GJ 676 A,e,GJ 676 A e,35.39000000,8.10000,2.770,
161,GJ 687,b,GJ 687 b,38.14000000,19.06980,4.590,
162,GJ 832,b,GJ 832 b,3657.00000000,216.00000,14.000,
163,GJ 832,c,GJ 832 c,35.68000000,5.40000,2.180,
164,GJ 849,b,GJ 849 b,1882.00000000,317.83000,13.800,
165,GJ 86,b,GJ 86 b,15.76491000,1404.80860,12.900,
166,GJ 876,b,GJ 876 b,61.11660000,723.22350,13.300,
167,GJ 876,c,GJ 876 c,30.08810000,226.98460,14.000,
168,GJ 876,d,GJ 876 d,1.93778000,6.83000,2.510,
169,GJ 876,e,GJ 876 e,124.26000000,14.60000,3.920,
170,GJ 96,b,GJ 96 b,73.94000000,19.66000,4.670,
171,GJ 9827,b,GJ 9827 b,1.20898020,3.42000,1.620,1172
172,GJ 9827,c,GJ 9827 c,3.64808300,2.42000,1.269,811
173,GJ 9827,d,GJ 9827 d,6.20146700,5.20000,2.070,680
174,GQ Lup,b,GQ Lup b,,6356.00000,33.600,2650
175,GSC 06214-00210,b,GSC 06214-00210 b,,5000.00000,20.176,2300
176,GU Psc,b,GU Psc b,,3591.30000,14.179,1050
177,Gl 686,b,Gl 686 b,15.53209000,7.10000,2.560,379
178,HAT-P-1,b,HAT-P-1 b,4.46529976,166.86075,14.785,1322
179,HAT-P-11,b,HAT-P-11 b,4.88780244,26.69772,4.360,838
180,HAT-P-11,c,HAT-P-11 c,3407.00000000,507.00000,13.500,
181,HAT-P-12,b,HAT-P-12 b,3.21305980,67.05900,10.749,963
182,HAT-P-13,b,HAT-P-13 b,2.91625000,270.46200,14.258,1740
183,HAT-P-13,c,HAT-P-13 c,446.27000000,4538.42100,12.300,340
184,HAT-P-14,b,HAT-P-14 b,4.62767000,1093.33520,15.917,1624
185,HAT-P-15,b,HAT-P-15 b,10.86350000,616.59020,11.882,904
186,HAT-P-16,b,HAT-P-16 b,2.77596000,1332.60500,14.448,1626
187,HAT-P-17,b,HAT-P-17 b,10.33852000,184.34140,11.769,792
188,HAT-P-17,c,HAT-P-17 c,5584.00000000,1080.60000,13.100,
189,HAT-P-18,b,HAT-P-18 b,5.50802300,62.61000,11.153,852
190,HAT-P-19,b,HAT-P-19 b,4.00877800,92.80200,12.689,1010
191,HAT-P-2,b,HAT-P-2 b,5.63351580,2765.12100,10.660,1540
192,HAT-P-20,b,HAT-P-20 b,2.87531700,2302.89900,9.718,970
193,HAT-P-21,b,HAT-P-21 b,4.12448000,1547.83210,12.442,1283
194,HAT-P-22,b,HAT-P-22 b,3.21222000,785.04010,12.890,1463
195,HAT-P-23,b,HAT-P-23 b,1.21288000,425.89220,12.218,1951
196,HAT-P-24,b,HAT-P-24 b,3.35524000,238.37250,14.572,1637
197,HAT-P-25,b,HAT-P-25 b,3.65281514,180.84527,12.722,1182
198,HAT-P-26,b,HAT-P-26 b,4.23452000,22.24810,7.062,1001
199,HAT-P-27,b,HAT-P-27 b,3.03957700,197.05000,11.430,
200,HAT-P-28,b,HAT-P-28 b,3.25721500,198.95300,13.585,1384
201,HAT-P-29,b,HAT-P-29 b,5.72319000,279.69040,13.115,1260
202,HAT-P-3,b,HAT-P-3 b,2.89970000,206.58950,10.536,1189
203,HAT-P-30,b,HAT-P-30 b,2.81060000,263.79890,16.141,1630
204,HAT-P-31,b,HAT-P-31 b,5.00542000,721.47410,12.218,1450
205,HAT-P-32,b,HAT-P-32 b,2.15001000,263.79890,19.616,1779
206,HAT-P-33,b,HAT-P-33 b,3.47447000,292.40360,20.737,1782
207,HAT-P-34,b,HAT-P-34 b,5.45265000,2227.98830,15.132,1520
208,HAT-P-35,b,HAT-P-35 b,3.64671000,2390.08160,39.792,1581
209,HAT-P-36,b,HAT-P-36 b,1.32735000,486.27990,12.890,1788
210,HAT-P-37,b,HAT-P-37 b,2.79743600,371.52800,13.204,1271
211,HAT-P-38,b,HAT-P-38 b,4.64038200,84.85700,9.247,1082
212,HAT-P-39,b,HAT-P-39 b,3.54387000,190.37200,17.609,1752
213,HAT-P-4,b,HAT-P-4 b,3.05653600,213.25500,14.280,1686
214,HAT-P-40,b,HAT-P-40 b,4.45724000,152.55840,17.038,1770
215,HAT-P-41,b,HAT-P-41 b,2.69405000,378.21770,22.978,1941
216,HAT-P-42,b,HAT-P-42 b,4.64187800,331.80100,14.348,1428
217,HAT-P-43,b,HAT-P-43 b,3.33268700,210.39500,14.359,1361
218,HAT-P-44,b,HAT-P-44 b,4.30121900,111.87100,13.922,1108
219,HAT-P-44,c,HAT-P-44 c,872.20000000,1271.30000,13.000,
220,HAT-P-45,b,HAT-P-45 b,3.12899200,283.49200,15.984,1652
221,HAT-P-46,b,HAT-P-46 b,4.46312900,156.68400,14.392,1458
222,HAT-P-49,b,HAT-P-49 b,2.69155000,699.22600,17.822,2131
223,HAT-P-5,b,HAT-P-5 b,2.78849000,311.47340,13.563,1539
224,HAT-P-50,b,HAT-P-50 b,3.12201090,429.07050,14.437,1862
225,HAT-P-51,b,HAT-P-51 b,4.21802780,98.20947,14.493,1192
226,HAT-P-52,b,HAT-P-52 b,2.75359530,259.98494,11.310,1218
227,HAT-P-53,b,HAT-P-53 b,1.96162410,471.65972,14.773,1778
228,HAT-P-54,b,HAT-P-54 b,3.79984700,241.55080,10.581,818
229,HAT-P-55,b,HAT-P-55 b,3.58524670,184.97706,13.249,1313
230,HAT-P-56,b,HAT-P-56 b,2.79083000,734.18730,16.926,1840
231,HAT-P-57,b,HAT-P-57 b,2.46530000,448.14030,19.504,2200
232,HAT-P-6,b,HAT-P-6 b,3.85298000,419.53560,16.589,1675
233,HAT-P-65,b,HAT-P-65 b,2.60545520,167.49641,21.185,1930
234,HAT-P-66,b,HAT-P-66 b,2.97208600,248.86089,17.822,1896
235,HAT-P-67,b,HAT-P-67 b,4.81010250,108.06220,23.371,1903
236,HAT-P-7,b,HAT-P-7 b,2.20474000,584.80720,16.926,2733
237,HAT-P-8,b,HAT-P-8 b,3.07634000,406.82240,15.693,1700
238,HAT-P-9,b,HAT-P-9 b,3.92289000,247.90000,15.690,1530
239,HATS-1,b,HATS-1 b,3.44645900,589.55000,14.594,1359
240,HATS-10,b,HATS-10 b,3.31284600,167.17858,10.862,1407
241,HATS-11,b,HATS-11 b,3.61918800,263.79890,18.030,1596
242,HATS-12,b,HATS-12 b,3.14270200,759.61370,7.760,1446
243,HATS-13,b,HATS-13 b,3.04404990,172.58169,13.585,1244
244,HATS-14,b,HATS-14 b,2.76676410,340.39593,11.646,1276
245,HATS-15,b,HATS-15 b,1.74748753,689.69110,12.386,1505
246,HATS-16,b,HATS-16 b,2.68650200,1039.30410,14.572,1592
247,HATS-17,b,HATS-17 b,16.25461100,425.25654,8.709,814
248,HATS-18,b,HATS-18 b,0.83784340,629.30340,14.986,2060
249,HATS-2,b,HATS-2 b,1.35413300,427.46300,13.092,1577
250,HATS-22,b,HATS-22 b,4.72281240,870.85420,10.682,858
251,HATS-23,b,HATS-23 b,2.16051560,467.21010,20.849,1654
252,HATS-24,b,HATS-24 b,1.34849540,775.50520,16.668,2067
253,HATS-25,b,HATS-25 b,4.29864320,194.82979,14.123,1277
254,HATS-26,b,HATS-26 b,3.30238810,206.58950,19.616,1918
255,HATS-27,b,HATS-27 b,4.63703800,168.44990,16.814,1659
256,HATS-28,b,HATS-28 b,3.18107810,213.58176,13.384,1253
257,HATS-29,b,HATS-29 b,4.60587490,207.54299,14.022,1212
258,HATS-3,b,HATS-3 b,3.54785100,340.38200,15.480,1648
259,HATS-30,b,HATS-30 b,3.17435160,224.38798,13.171,1414
260,HATS-31,b,HATS-31 b,3.37796000,279.69040,18.383,1823
261,HATS-32,b,HATS-32 b,2.81265480,292.40360,14.000,1437
262,HATS-33,b,HATS-33 b,2.54955510,378.85336,13.787,1429
263,HATS-34,b,HATS-34 b,2.10616070,299.07803,16.029,1445
264,HATS-35,b,HATS-35 b,1.82099930,388.38826,16.410,2037
265,HATS-36,b,HATS-36 b,4.17518600,1022.14128,12.920,1203
266,HATS-39,b,HATS-39 b,4.57763480,200.23290,17.598,1645
267,HATS-4,b,HATS-4 b,2.51672900,420.47100,11.433,1315
268,HATS-40,b,HATS-40 b,3.26427360,505.34970,17.710,2101
269,HATS-41,b,HATS-41 b,4.19364900,3082.95100,14.908,1710
270,HATS-42,b,HATS-42 b,2.29210200,597.52040,15.693,1856
271,HATS-43,b,HATS-43 b,4.38884970,82.95363,13.227,1003
272,HATS-44,b,HATS-44 b,2.74390040,177.98480,11.960,1161
273,HATS-45,b,HATS-45 b,4.18762440,222.48100,14.415,1518
274,HATS-46,b,HATS-46 b,4.74237290,54.98459,10.122,1054
275,HATS-5,b,HATS-5 b,4.76338700,75.32300,10.223,1025
276,HATS-50,b,HATS-50 b,3.82970150,123.95370,12.666,
277,HATS-51,b,HATS-51 b,3.34887020,244.09344,15.805,1553
278,HATS-52,b,HATS-52 b,1.36665436,711.93920,15.491,1834
279,HATS-53,b,HATS-53 b,3.85377680,189.10885,15.020,1312
280,HATS-59,b,HATS-59 b,5.41608100,256.17098,12.621,1128
281,HATS-59,c,HATS-59 c,1422.00000000,4036.44100,12.300,176
282,HATS-6,b,HATS-6 b,3.32527250,101.38777,11.187,713
283,HATS-60,b,HATS-60 b,3.56082900,210.40346,12.924,1528
284,HATS-61,b,HATS-61 b,7.81795300,1080.62200,13.395,1226
285,HATS-62,b,HATS-62 b,3.27688370,56.89157,11.825,1237
286,HATS-63,b,HATS-63 b,3.05665270,305.11680,13.529,1398
287,HATS-64,b,HATS-64 b,4.90889700,305.11680,18.820,1793
288,HATS-65,b,HATS-65 b,3.10516100,260.93843,16.825,1634
289,HATS-66,b,HATS-66 b,3.14143910,1694.03390,15.816,1998
290,HATS-67,b,HATS-67 b,1.60917880,460.85350,18.887,2193
291,HATS-68,b,HATS-68 b,3.58622020,410.00070,13.809,1741
292,HATS-69,b,HATS-69 b,2.22525770,183.38791,10.593,1296
293,HATS-7,b,HATS-7 b,3.18531500,38.13960,6.311,1084
294,HATS-70,b,HATS-70 b,1.88823780,4100.00700,15.513,2730
295,HATS-8,b,HATS-8 b,3.58389300,43.86054,9.785,1324
296,HATS-9,b,HATS-9 b,1.91529100,266.02371,13.850,1746
297,HD 100546,b,HD 100546 b,,239000.00000,77.342,
298,HD 100655,b,HD 100655 b,157.57001000,511.70630,13.500,
299,HD 100777,b,HD 100777 b,383.70001000,327.36490,13.800,
300,HD 10180,c,HD 10180 c,5.75969000,13.22173,3.700,
301,HD 10180,d,HD 10180 d,16.35700000,12.01397,3.490,
302,HD 10180,e,HD 10180 e,49.74800000,25.58532,5.460,
303,HD 10180,f,HD 10180 f,122.74400000,22.94733,5.120,
304,HD 10180,g,HD 10180 g,604.67000000,23.26516,5.160,
305,HD 10180,h,HD 10180 h,2205.00000000,65.66368,9.500,
306,HD 101930,b,HD 101930 b,70.46000000,79.45750,10.600,
307,HD 102117,b,HD 102117 b,20.81330000,54.03110,8.470,
308,HD 102195,b,HD 102195 b,4.11377000,130.31030,14.200,
309,HD 102272,b,HD 102272 b,127.58000000,1570.08020,12.900,
310,HD 102329,b,HD 102329 b,778.09998000,2593.49280,12.600,
311,HD 102329,c,HD 102329 c,1123.00000000,483.10160,13.500,
312,HD 102365,b,HD 102365 b,122.10000000,16.00000,4.140,
313,HD 102956,b,HD 102956 b,6.49470000,305.11680,13.800,
314,HD 103197,b,HD 103197 b,47.84000000,28.60470,5.830,
315,HD 103720,b,HD 103720 b,4.55570000,197.04600,14.100,
316,HD 103774,b,HD 103774 b,5.88810000,116.00000,13.300,
317,HD 104067,b,HD 104067 b,55.80600000,50.85280,8.180,
318,HD 10442,b,HD 10442 b,1032.30000000,472.61321,13.600,
319,HD 104985,b,HD 104985 b,199.50500000,2637.90000,12.600,
320,HD 106252,b,HD 106252 b,1531.00000000,2202.56190,12.700,
321,HD 106270,b,HD 106270 b,1888.00000000,3219.61790,12.500,
322,HD 106315,b,HD 106315 b,9.55804000,5.99000,2.320,1046
323,HD 106315,c,HD 106315 c,21.05788000,17.10000,4.310,804
324,HD 10647,b,HD 10647 b,989.20000000,298.75000,13.800,
325,HD 106515 A,b,HD 106515 A b,3630.00000000,3054.22000,12.500,
326,HD 106906,b,HD 106906 b,,3496.00000,12.400,1800
327,HD 10697,b,HD 10697 b,1075.69000000,2028.70889,12.700,
328,HD 107148,b,HD 107148 b,48.05600000,66.74100,9.600,
329,HD 108147,b,HD 108147 b,10.89850000,82.95000,10.900,890
330,HD 108341,b,HD 108341 b,1129.00000000,1112.40000,13.100,
331,HD 108863,b,HD 108863 b,437.70000000,767.24162,13.300,
332,HD 108874,b,HD 108874 b,394.48123000,451.31860,13.600,
333,HD 108874,c,HD 108874 c,1624.00000000,314.64000,13.800,
334,HD 109246,b,HD 109246 b,68.27000000,273.33380,13.900,
335,HD 109271,b,HD 109271 b,7.85430000,17.16200,4.310,
336,HD 109271,c,HD 109271 c,30.93000000,24.15400,5.270,
337,HD 109749,b,HD 109749 b,5.23989100,85.81410,11.100,
338,HD 110014,b,HD 110014 b,835.47700000,3524.59000,12.400,
339,HD 111232,b,HD 111232 b,1143.00000000,2269.30620,12.700,
340,HD 111591,b,HD 111591 b,1056.40000000,1398.45200,12.900,
341,HD 111998,b,HD 111998 b,825.90000000,1433.41330,12.900,
342,HD 113337,b,HD 113337 b,324.00000000,899.42000,13.200,
343,HD 113538,b,HD 113538 b,663.20000000,114.41000,13.200,
344,HD 113538,c,HD 113538 c,1818.00000000,295.57000,13.800,
345,HD 113996,b,HD 113996 b,610.20000000,2002.32900,12.700,
346,HD 114386,b,HD 114386 b,937.70001000,362.32620,13.700,
347,HD 114613,b,HD 114613 b,4000.00000000,113.46531,13.100,
348,HD 114729,b,HD 114729 b,1114.00000000,346.43470,13.700,
349,HD 114762,b,HD 114762 b,83.91510000,3397.60270,12.440,
350,HD 114783,b,HD 114783 b,493.70000000,349.60000,13.700,
351,HD 114783,c,HD 114783 c,4319.00000000,194.19413,14.100,
352,HD 11506,b,HD 11506 b,1622.10000000,1535.11890,12.900,
353,HD 11506,c,HD 11506 c,223.41000000,129.67464,14.200,
354,HD 116029,b,HD 116029 b,670.00000000,444.96200,13.600,
355,HD 116029,c,HD 116029 c,907.00000000,403.64410,13.700,
356,HD 117207,b,HD 117207 b,2597.00000000,549.84590,13.500,
357,HD 11755,b,HD 11755 b,433.70001000,1789.38290,12.800,
358,HD 117618,b,HD 117618 b,25.80000000,55.30242,8.590,
359,HD 118203,b,HD 118203 b,6.13350000,886.74570,13.200,
360,HD 119130,b,HD 119130 b,16.98410000,24.50000,2.630,795
361,HD 11964,b,HD 11964 b,1945.00000000,198.00000,14.100,
362,HD 11964,c,HD 11964 c,37.91000000,25.00000,5.380,
363,HD 11977,b,HD 11977 b,711.00000000,2080.00000,12.700,
364,HD 120084,b,HD 120084 b,2082.00000000,1430.20000,12.900,
365,HD 121504,b,HD 121504 b,63.33000000,479.92330,13.600,
366,HD 12484,b,HD 12484 b,58.83000000,947.13340,13.200,
367,HD 125595,b,HD 125595 b,9.67370000,6.35660,2.400,
368,HD 125612,b,HD 125612 b,557.04000000,985.27300,13.100,
369,HD 125612,c,HD 125612 c,4.15514000,17.48065,4.360,
370,HD 125612,d,HD 125612 d,2835.00000000,2313.80240,12.600,
371,HD 12648,b,HD 12648 b,133.60001000,622.94680,13.400,
372,HD 12661,b,HD 12661 b,262.70862000,772.32690,13.300,
373,HD 12661,c,HD 12661 c,1708.00000000,575.88400,13.400,
374,HD 126614,b,HD 126614 b,1244.00000000,130.31030,14.200,
375,HD 128311,b,HD 128311 b,453.01900000,562.24127,13.500,
376,HD 128311,c,HD 128311 c,921.53800000,1204.25787,13.000,
377,HD 128356,b,HD 128356 b,298.20000000,282.86870,13.900,
378,HD 129445,b,HD 129445 b,1840.00000000,508.50700,13.500,
